"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.57","50.37","BROADVIEW","4010879","2013-08-30","2013","08","30","","31.2","","14.5","","22.9","","0.0","","4.9","","","M","","M","0.0","","","","24","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-08-31","2013","08","31","","21.2","","9.3","","15.3","","2.7","","0.0","","","M","","M","0.3","","","","33","","48",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-01","2013","09","01","","19.3","","8.9","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-02","2013","09","02","","28.3","","7.0","","17.7","","0.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-03","2013","09","03","","22.1","","12.6","","17.4","","0.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-04","2013","09","04","","22.5","","9.2","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-05","2013","09","05","","31.7","","11.6","","21.7","","0.0","","3.7","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-06","2013","09","06","","27.1","","15.2","","21.2","","0.0","","3.2","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-07","2013","09","07","","23.0","","12.0","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","6","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-08","2013","09","08","","19.3","","12.3","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-09","2013","09","09","","21.0","","10.3","","15.7","","2.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-10","2013","09","10","","24.5","","9.5","","17.0","","1.0","","0.0","","","M","","M","0.0","","","","32","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-11","2013","09","11","","21.7","","5.0","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","33","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-12","2013","09","12","","23.4","","1.5","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-13","2013","09","13","","28.5","","4.8","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","22","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-14","2013","09","14","","21.1","","4.4","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","35","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-15","2013","09","15","","18.1","","-1.9","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-16","2013","09","16","","22.8","","4.4","","13.6","","4.4","","0.0","","","M","","M","0.0","","","","16","","48",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-17","2013","09","17","","","M","11.9","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-18","2013","09","18","","15.4","","11.1","","13.3","","4.7","","0.0","","","M","","M","7.7","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-19","2013","09","19","","11.2","","4.5","","7.9","","10.1","","0.0","","","M","","M","15.5","","","","33","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-20","2013","09","20","","15.0","","1.2","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-21","2013","09","21","","19.0","","2.3","","10.7","","7.3","","0.0","","","M","","M","0.0","","","","15","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-22","2013","09","22","","20.0","","6.3","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","14","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-23","2013","09","23","","18.5","","8.5","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-24","2013","09","24","","20.7","","5.8","","13.3","","4.7","","0.0","","","M","","M","0.0","","","","24","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-25","2013","09","25","","21.0","","9.2","","15.1","","2.9","","0.0","","","M","","M","1.1","","","","16","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-26","2013","09","26","","14.2","","8.9","","11.6","","6.4","","0.0","","","M","","M","8.4","","","","22","","46",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-27","2013","09","27","","11.4","","5.6","","8.5","","9.5","","0.0","","","M","","M","0.0","","","","27","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-28","2013","09","28","","16.8","","-0.3","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","26","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-29","2013","09","29","","23.5","","1.4","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","22","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-09-30","2013","09","30","","19.2","","5.6","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","24","","50",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-01","2013","10","01","","15.9","","5.0","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","28","","59",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-02","2013","10","02","","14.7","","-1.6","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","30","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-03","2013","10","03","","6.5","","-3.4","","1.6","","16.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-04","2013","10","04","","8.5","","-4.2","","2.2","","15.8","","0.0","","","M","","M","0.0","","","","36","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-05","2013","10","05","","10.3","","-8.7","","0.8","","17.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-06","2013","10","06","","17.2","","-1.8","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","32","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-07","2013","10","07","","20.2","","2.2","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","16","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-08","2013","10","08","","17.1","","1.0","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","25","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-09","2013","10","09","","12.7","","-1.8","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","30","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-10","2013","10","10","","17.8","","-1.7","","8.1","","9.9","","0.0","","","M","","M","0.0","","","","15","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-11","2013","10","11","","7.7","","3.9","","5.8","","12.2","","0.0","","","M","","M","31.9","","","","33","","56",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-12","2013","10","12","","9.6","","0.3","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","32","","54",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-13","2013","10","13","","10.0","","-5.4","","2.3","","15.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-14","2013","10","14","","10.6","","-4.9","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-15","2013","10","15","","12.1","","-7.2","","2.5","","15.5","","0.0","","","M","","M","0.0","","","","26","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-16","2013","10","16","","11.4","","1.3","","6.4","","11.6","","0.0","","","M","","M","0.0","","","","34","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-17","2013","10","17","","7.7","","-3.0","","2.4","","15.6","","0.0","","","M","","M","0.0","","","","29","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-18","2013","10","18","","7.2","","-1.6","","2.8","","15.2","","0.0","","","M","","M","0.0","","","","31","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-19","2013","10","19","","4.4","","-3.1","","0.7","","17.3","","0.0","","","M","","M","2.9","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-20","2013","10","20","","1.1","","-6.2","","-2.6","","20.6","","0.0","","","M","","M","0.0","","","","34","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-21","2013","10","21","","0.8","","-6.3","","-2.8","","20.8","","0.0","","","M","","M","0.9","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-22","2013","10","22","","-0.9","","-11.1","","-6.0","","24.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-23","2013","10","23","","4.9","","-3.0","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-24","2013","10","24","","3.6","","-3.2","","0.2","","17.8","","0.0","","","M","","M","0.0","","","","21","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-25","2013","10","25","","9.4","","0.9","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","31","","61",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-26","2013","10","26","","7.7","","-4.8","","1.5","","16.5","","0.0","","","M","","M","0.0","","","","23","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-27","2013","10","27","","2.9","","-7.0","","-2.1","","20.1","","0.0","","","M","","M","0.0","","","","4","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-28","2013","10","28","","-3.1","","-13.9","","-8.5","","26.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-29","2013","10","29","","2.3","","-15.1","","-6.4","","24.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-30","2013","10","30","","7.6","","-5.7","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","23","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-10-31","2013","10","31","","9.8","","-1.2","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-01","2013","11","01","","6.1","","-4.2","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","30","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-02","2013","11","02","","11.4","","-6.9","","2.3","","15.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-03","2013","11","03","","6.1","","-1.0","","2.6","","15.4","","0.0","","","M","","M","0.7","","","","11","","46",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-04","2013","11","04","","1.5","","-7.0","","-2.8","","20.8","","0.0","","","M","","M","0.0","","","","27","","57",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-05","2013","11","05","","-4.9","","-12.7","","-8.8","","26.8","","0.0","","","M","","M","0.0","","","","28","","37",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-06","2013","11","06","","-6.2","","-14.1","","-10.2","","28.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-07","2013","11","07","","4.9","","-6.9","","-1.0","","19.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-08","2013","11","08","","1.4","","-3.5","","-1.1","","19.1","","0.0","","0.0","","","M","1.5","","","","28","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-09","2013","11","09","","-1.0","","-7.5","","-4.3","","22.3","","0.0","","","M","","M","0.0","","1","","31","","50",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-10","2013","11","10","","-0.8","","-18.5","","-9.7","","27.7","","0.0","","","M","","M","0.0","","1","","35","","46",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-11","2013","11","11","","-7.3","","-22.7","","-15.0","","33.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-12","2013","11","12","","6.9","","-9.6","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","23","","37",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-13","2013","11","13","","10.4","","1.7","","6.1","","11.9","","0.0","","","M","","M","1.4","","","","31","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-14","2013","11","14","","2.1","","-2.2","","-0.1","","18.1","","0.0","","","M","","M","0.9","","","","32","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-15","2013","11","15","","6.6","","-1.1","","2.8","","15.2","","0.0","","","M","","M","1.9","","","","22","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-16","2013","11","16","","0.0","","-6.2","","-3.1","","21.1","","0.0","","0.0","","","M","3.6","","1","","5","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-17","2013","11","17","","-6.1","","-9.8","","-8.0","","26.0","","0.0","","0.0","","","M","0.8","","8","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-18","2013","11","18","","-4.8","","-16.1","","-10.5","","28.5","","0.0","","","M","","M","0.0","","9","","14","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-19","2013","11","19","","2.0","","-10.3","","-4.2","","22.2","","0.0","","","M","","M","0.0","","8","","30","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-20","2013","11","20","","-10.2","","-22.4","","-16.3","","34.3","","0.0","","","M","","M","0.0","","8","","31","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-21","2013","11","21","","-9.7","","-29.3","","-19.5","","37.5","","0.0","","","M","","M","0.0","","10","","22","","43",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-22","2013","11","22","","-11.3","","-31.4","","-21.4","","39.4","","0.0","","","M","","M","0.0","","10","","31","","35",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-23","2013","11","23","","-4.9","","-32.4","","-18.7","","36.7","","0.0","","","M","","M","0.0","","10","","19","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-24","2013","11","24","","2.6","","-5.0","","-1.2","","19.2","","0.0","","","M","","M","0.0","","10","","29","","48",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-25","2013","11","25","","-0.8","","-13.9","","-7.4","","25.4","","0.0","","","M","","M","0.0","","10","","33","","69",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-26","2013","11","26","","-8.3","","-18.4","","-13.4","","31.4","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-27","2013","11","27","","-5.3","","-10.3","","-7.8","","25.8","","0.0","","","M","","M","0.0","","9","","32","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-28","2013","11","28","","-8.8","","-14.3","","-11.6","","29.6","","0.0","","","M","","M","0.0","","9","","15","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-29","2013","11","29","","-4.5","","-9.4","","-7.0","","25.0","","0.0","","","M","","M","0.0","","9","","15","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-11-30","2013","11","30","","-5.4","","-14.2","","-9.8","","27.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-01","2013","12","01","","-6.0","","-12.6","","-9.3","","27.3","","0.0","","","M","","M","0.6","","","","12","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-02","2013","12","02","","-7.2","","-12.5","","-9.9","","27.9","","0.0","","","M","","M","0.0","","","","6","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-03","2013","12","03","","-12.5","","-18.5","","-15.5","","33.5","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-04","2013","12","04","","-16.2","","-24.0","","-20.1","","38.1","","0.0","","","M","","M","0.0","","9","","33","","32",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-05","2013","12","05","","-20.7","","-27.2","","-24.0","","42.0","","0.0","","","M","","M","0.0","","9","","32","","37",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-06","2013","12","06","","-25.4","","-29.2","","-27.3","","45.3","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-07","2013","12","07","","-26.1","","-29.8","","-28.0","","46.0","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-08","2013","12","08","","-21.7","","-27.3","","-24.5","","42.5","","0.0","","","M","","M","0.0","","9","","22","","39",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-09","2013","12","09","","-19.7","","-31.4","","-25.6","","43.6","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-10","2013","12","10","","-17.8","","-28.0","","-22.9","","40.9","","0.0","","","M","","M","0.4","","9","","33","","37",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-11","2013","12","11","","-17.7","","-33.1","","-25.4","","43.4","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-12","2013","12","12","","-16.6","","-20.7","","-18.7","","36.7","","0.0","","","M","","M","2.4","","9","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-13","2013","12","13","","-20.0","","-22.8","","-21.4","","39.4","","0.0","","","M","","M","1.6","","11","","10","","33",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-14","2013","12","14","","-19.5","","-23.5","","-21.5","","39.5","","0.0","","","M","","M","0.9","","12","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-15","2013","12","15","","-1.1","","-20.6","","-10.9","","28.9","","0.0","","","M","","M","1.8","","11","","28","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-16","2013","12","16","","-1.2","","-5.7","","-3.5","","21.5","","0.0","","","M","","M","0.0","","10","","29","","50",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-17","2013","12","17","","-5.7","","-15.0","","-10.4","","28.4","","0.0","","","M","","M","0.0","","10","","30","","52",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-18","2013","12","18","","-4.0","","-26.9","","-15.5","","33.5","","0.0","","","M","","M","4.8","","10","","35","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-19","2013","12","19","","-21.9","","-30.7","","-26.3","","44.3","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-20","2013","12","20","","-19.3","","-33.5","","-26.4","","44.4","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-21","2013","12","21","","-23.8","","-34.3","","-29.1","","47.1","","0.0","","","M","","M","0.6","","12","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-22","2013","12","22","","-24.4","","-37.6","","-31.0","","49.0","","0.0","","","M","","M","0.4","","12","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-23","2013","12","23","","-11.9","","-39.7","","-25.8","","43.8","","0.0","","","M","","M","0.2","","12","","19","","41",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-24","2013","12","24","","-4.0","","-13.3","","-8.7","","26.7","","0.0","","","M","","M","0.0","","12","","31","","46",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-25","2013","12","25","","-4.7","","-11.0","","-7.9","","25.9","","0.0","","","M","","M","0.7","","14","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-26","2013","12","26","","-1.1","","-7.9","","-4.5","","22.5","","0.0","","","M","","M","0.7","","16","","22","","37",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-27","2013","12","27","","1.7","","-9.6","","-4.0","","22.0","","0.0","","","M","","M","0.0","","15","","9","","46",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-28","2013","12","28","","-9.6","","-27.4","","-18.5","","36.5","","0.0","","","M","","M","2.0","","15","","36","","44",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-29","2013","12","29","","-20.1","","-35.3","","-27.7","","45.7","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-30","2013","12","30","","-20.8","","-32.2","","-26.5","","44.5","","0.0","","","M","","M","0.0","","15","","","","<31",""
"-102.57","50.37","BROADVIEW","4010879","2013-12-31","2013","12","31","","-24.9","","-38.1","","-31.5","","49.5","","0.0","","","M","","M","0.0","","15","","","","<31",""
