"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.57","50.37","BROADVIEW","4010879","1996-03","1996","03","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-04","1996","04","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-05","1996","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-06","1996","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-07","1996","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-08","1996","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-09","1996","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-10","1996","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-11","1996","11","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1996-12","1996","12","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-01","1997","01","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-02","1997","02","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-03","1997","03","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-04","1997","04","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-05","1997","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-06","1997","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-07","1997","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-08","1997","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-09","1997","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-10","1997","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-11","1997","11","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1997-12","1997","12","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-01","1998","01","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-02","1998","02","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-03","1998","03","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-04","1998","04","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-05","1998","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-06","1998","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-07","1998","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-08","1998","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-09","1998","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-10","1998","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-11","1998","11","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1998-12","1998","12","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-01","1999","01","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-02","1999","02","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-03","1999","03","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-04","1999","04","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-05","1999","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-06","1999","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-07","1999","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-08","1999","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-09","1999","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-10","1999","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-11","1999","11","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","1999-12","1999","12","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-01","2000","01","-9.7","","-21.2","","-15.4","","0.6","","-34.4","","0.0","","12.5","E","12.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-02","2000","02","-3.6","","-14.4","","-9.1","","7.5","","-29.2","","3.0","","1.5","E","4.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-03","2000","03","5.9","","-5.4","","0.3","","15.8","","-18.1","","8.0","","1.0","E","9.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-04","2000","04","10.6","","-2.1","","4.2","","24.0","","-10.2","","33.0","","4.0","E","37.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-05","2000","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-06","2000","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-07","2000","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-08","2000","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-09","2000","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-10","2000","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-11","2000","11","-4.2","","-12.3","","-8.3","","5.1","","-24.0","","15.0","","56.0","E","71.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2000-12","2000","12","-14.0","","-26.3","","-20.2","","0.9","","-36.3","S","0.0","","41.0","E","41.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-01","2001","01","-4.1","","-13.8","","-9.0","","4.0","","-26.6","","0.0","","6.5","E","6.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-02","2001","02","-12.1","","-23.3","","-17.8","","-0.1","","-34.7","","0.0","","6.0","E","6.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-03","2001","03","-1.1","","-11.9","","-6.5","","4.8","","-23.3","","0.0","","17.5","E","17.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-04","2001","04","7.8","","-2.7","","2.6","","29.4","","-17.9","","16.5","","0.5","E","17.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-05","2001","05","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-06","2001","06","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-07","2001","07","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-08","2001","08","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-09","2001","09","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-10","2001","10","","","","","","","","","","","","","","","","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-11","2001","11","5.6","","-4.7","","0.4","","18.0","","-15.2","","4.5","","3.0","E","7.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2001-12","2001","12","-6.3","","-16.4","","-11.4","","4.4","","-24.9","","0.0","","16.5","E","16.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-01","2002","01","-8.0","","-17.8","","-12.9","","6.2","","-34.1","","0.0","","16.5","E","16.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-02","2002","02","-2.8","","-13.2","","-8.0","","5.1","","-29.9","","0.0","","3.5","E","3.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-03","2002","03","-7.8","","-18.5","","-13.2","","5.7","","-27.8","","0.0","","18.5","E","18.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-04","2002","04","6.5","","-5.9","","0.3","","18.6","","-18.5","","45.0","","9.0","E","54.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-05","2002","05","15.9","","0.0","","7.9","","28.9","","-10.4","","36.0","","0.0","","36.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-06","2002","06","22.1","","10.5","","16.3","","33.6","","4.8","","125.0","","0.0","","125.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-07","2002","07","26.5","","12.6","","19.6","","34.2","","6.9","","43.0","","0.0","","43.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-08","2002","08","22.4","","10.5","","16.5","","30.3","","1.8","","80.5","","0.0","","80.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-09","2002","09","19.3","","5.3","","12.3","","29.6","","-6.8","","15.5","","0.0","","15.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-10","2002","10","3.8","","-6.0","","-1.1","","20.1","","-16.0","","5.5","","9.5","E","15.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-11","2002","11","0.6","","-9.9","","-4.7","","10.5","","-24.2","","0.0","","14.5","E","14.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2002-12","2002","12","-3.6","","-11.9","","-7.8","","5.3","","-28.3","","0.0","","25.0","E","25.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-01","2003","01","-9.5","","-20.1","","-14.9","","5.5","","-34.4","","0.0","","13.5","E","13.5","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-02","2003","02","-11.1","","-23.4","","-17.3","","-1.1","","-35.5","","0.0","","15.0","E","15.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-03","2003","03","-3.1","","-13.9","","-8.5","","12.0","","-38.2","","","","","","5.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-04","2003","04","10.7","","-0.8","","5.0","","22.2","","-16.3","","","","","","49.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-05","2003","05","18.3","","4.8","","11.6","","28.7","","-2.8","","","","","","49.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-06","2003","06","22.4","","9.8","","16.1","","31.0","","4.0","","","","","","37.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-07","2003","07","26.6","","12.5","","19.6","","33.5","","3.9","","","","","","28.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-08","2003","08","28.4","","12.5","","20.5","","34.5","","4.8","","","","","","10.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-09","2003","09","18.2","","4.3","","11.3","","32.3","","-7.0","","","","","","15.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-10","2003","10","13.6","","-0.4","","6.6","","26.7","","-15.7","","","","","","16.0","","2","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-11","2003","11","-4.6","","-16.3","","-10.4","","5.2","","-27.4","","","","","","16.1","","12","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2003-12","2003","12","-4.2","","-15.6","","-9.9","","5.9","","-29.1","","","","","","14.4","","11","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-01","2004","01","-14.9","","-24.7","","-19.8","","-2.8","","-40.8","","0.0","","16.1","E","16.1","","10","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-02","2004","02","-5.9","","-17.0","","-11.5","","1.4","","-35.0","","0.0","","8.1","","6.1","","15","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-03","2004","03","0.2","","-11.1","","-5.5","","15.4","","-22.6","","0.0","","13.9","","13.9","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-04","2004","04","10.7","","-3.6","","3.6","","24.9","","-12.0","","1.4","","8.3","","9.7","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-05","2004","05","13.2","","-0.4","","6.4","","23.2","","-12.9","","61.3","","12.2","","73.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-06","2004","06","18.5","","6.2","","12.4","","28.4","","0.6","","32.4","","0.0","","32.4","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-07","2004","07","23.7","","9.2","","16.5","","31.5","","4.4","","31.4","","0.0","","31.4","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-08","2004","08","19.8","","6.6","","13.3","","28.1","","-2.9","","85.8","","0.0","","85.8","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-09","2004","09","19.4","","4.1","","11.8","","27.3","","-2.4","","5.6","","0.0","","5.6","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-10","2004","10","9.8","","-2.1","","3.9","","26.9","","-13.1","","3.5","","11.0","","14.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-11","2004","11","5.1","","-7.1","","-1.0","","12.4","","-12.5","S","0.0","","2.2","","2.2","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2004-12","2004","12","-6.5","","-16.8","","-11.7","","6.4","S","-30.6","","0.0","","56.3","","40.5","","44","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-01","2005","01","-13.0","","-24.6","","-18.8","","2.4","","-41.4","","0.0","","23.5","E","23.5","E","43","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-02","2005","02","-6.5","","-18.8","","-12.7","","4.2","","-34.5","","0.0","","3.6","","3.6","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-03","2005","03","-2.2","","-12.6","","-7.4","","4.7","","-28.8","","1.8","","10.5","","12.3","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-04","2005","04","12.2","","-0.2","","6.0","","25.1","","-5.2","","5.6","","1.6","","7.2","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-05","2005","05","15.3","","2.4","","8.9","","25.5","","-8.5","S","55.6","","0.0","","55.6","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-06","2005","06","20.4","","10.1","","15.2","","31.8","","3.3","","134.4","","0.0","","134.4","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-07","2005","07","24.7","","10.7","","17.7","","32.4","","-0.5","","30.2","","0.0","","30.2","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-08","2005","08","23.1","","8.6","","15.9","","34.7","","2.3","","118.4","","0.0","","118.4","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-09","2005","09","19.5","","4.3","","11.9","","27.8","","-3.5","","4.0","","0.0","","4.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-10","2005","10","11.0","","-1.9","","4.6","","18.5","","-12.9","","13.0","","0.0","","13.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-11","2005","11","-0.1","","-7.2","","-3.7","","9.3","","-27.0","","11.8","","32.0","","43.8","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2005-12","2005","12","-5.5","","-13.2","","-9.4","","4.4","S","-26.7","","0.0","","14.0","","14.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-01","2006","01","-1.8","","-9.7","","-5.8","","5.1","","-23.2","","0.0","","11.8","","11.8","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-02","2006","02","-7.7","","-18.4","","-13.1","","2.5","S","-33.8","","0.0","","5.9","","5.9","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-03","2006","03","-1.9","","-11.6","","-6.8","","10.9","","-25.5","","0.0","","9.8","","9.8","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-04","2006","04","15.1","","0.4","","7.8","","26.4","","-7.6","","71.5","","0.0","","71.5","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-05","2006","05","17.7","","4.6","","11.2","","30.4","","-3.1","","55.0","","0.0","","55.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-06","2006","06","22.1","","10.3","","16.2","","30.6","","5.9","","75.2","","0.0","","75.2","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-07","2006","07","26.6","","10.7","","18.7","","33.0","","6.6","","32.0","","0.0","","32.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-08","2006","08","26.1","","8.8","","17.5","","33.4","","2.7","","24.2","","0.0","","24.2","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-09","2006","09","19.5","","3.7","","11.6","","30.6","","-3.3","","41.0","","0.0","","41.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-10","2006","10","7.2","","-4.0","","1.6","","21.4","","-12.0","","8.6","","4.6","","13.2","","","M","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-11","2006","11","-0.8","","-11.9","","-6.3","","11.3","","-30.4","","9.8","","24.4","","34.2","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2006-12","2006","12","-4.1","E","-16.7","E","-10.3","E","2.3","E","-33.6","E","0.0","","12.1","","12.1","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-01","2007","01","-7.2","","-18.8","","-13.1","","4.9","","-38.3","","0.0","","5.0","","5.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-02","2007","02","-12.4","","-23.0","","-17.7","","0.6","","-38.6","","0.4","","12.6","","13.0","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-03","2007","03","2.0","","-9.3","","-3.7","","19.0","","-24.0","","18.4","","10.3","E","28.7","E","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-04","2007","04","10.7","","-3.3","","3.8","","24.1","","-14.2","","11.2","","0.0","","11.2","","","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-05","2007","05","14.8","I","3.3","I","9.1","I","27.6","I","-2.8","I","70.4","E","0.0","","70.4","E","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-06","2007","06","21.2","","9.3","","15.3","","30.2","","3.4","","127.6","","0.0","","127.6","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-07","2007","07","26.9","","13.2","","20.1","","35.1","","6.1","","26.8","","0.0","","26.8","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-08","2007","08","21.9","","8.7","","15.3","","28.2","","1.4","","43.0","","0.0","","43.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-09","2007","09","18.8","","3.6","E","11.3","E","29.5","","-5.1","","18.8","","0.0","","18.8","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-10","2007","10","11.5","","0.1","","5.8","","22.1","","-8.3","","26.0","","0.0","","26.0","","0","","","","",""
"-102.57","50.37","BROADVIEW","4010879","2007-11","2007","11","-0.6","","-10.7","","-5.6","","11.9","","-29.2","","4.0","","10.0","","14.0","","","","","","",""
